dataset,instance,n,m,constructive,local_search,best_method_of,best_global_of,relative_dev,is_best,avg_time_per_iter,avg_of,std_of,iters,alpha_teua,beta
Geo,Geo 100 9.txt,100,10,CGR2,BLS,141.2358864095616,141.2358864095616,0.0,1,0.0008923479996155948,133.16034512113677,3.118601845244611,100,,0.9
Geo,Geo 100 9.txt,100,10,CGR2,FLS,141.2358864095616,141.2358864095616,0.0,1,0.00557293799938634,137.77833910794598,2.7411363873823253,100,,0.9
Geo,Geo 100 10.txt,100,10,CGR,BLS,163.092643155372,163.6755990871439,0.003561654486210344,0,0.001160701997578144,157.99545734979435,3.502340313274209,100,0.1,
Geo,Geo 100 10.txt,100,10,CGR,FLS,163.6755990871439,163.6755990871439,0.0,1,0.006812546999426559,161.61816476387318,1.0685595674128436,100,0.1,
Geo,Geo 100 10.txt,100,10,CGR2,BLS,163.6755990871439,163.6755990871439,0.0,1,0.0008862679987214505,158.16305960578504,3.164677273014234,100,,0.9
Geo,Geo 100 10.txt,100,10,CGR2,FLS,163.6755990871439,163.6755990871439,0.0,1,0.005346528998343274,161.75407925531044,1.0387772166905447,100,,0.9
Geo,Geo 100 11.txt,100,30,CGR,BLS,100.4601763301241,102.19418556229365,0.016967787576452377,0,0.003290076000848785,96.01945308292073,1.441707892691954,100,0.1,
Geo,Geo 100 11.txt,100,30,CGR,FLS,102.19418556229365,102.19418556229365,0.0,1,0.03576479399867821,98.93210307114967,1.621112719091317,100,0.1,
Geo,Geo 100 11.txt,100,30,CGR2,BLS,98.46650887493699,102.19418556229365,0.03647640682144694,0,0.0022598600055789577,96.3811166634592,1.4570782620952574,100,,0.9
Geo,Geo 100 11.txt,100,30,CGR2,FLS,102.19418556229365,102.19418556229365,0.0,1,0.021698998999781907,98.74566960940281,1.7156346176491168,100,,0.9
