dataset,instance,n,m,frac,method,best_method_of,best_global_of,relative_dev,is_best,reps,time_limit_s,alpha,avg_best_of,std_best_of,avg_time_per_rep_s,es_size,time_doing_grasp
Ran,Ran 100 20.txt,100,30,0.3,GRASP_PR,55.0,55.0,0.0,1,3,15.0,0.1,55.0,0.0,15.003403186798096,10,0.6
Ran,Ran 250 1.txt,250,25,0.1,GRASP,60.0,60.0,0.0,1,3,15.0,0.1,60.0,0.0,15.007449547449747,,
Ran,Ran 250 1.txt,250,25,0.1,GRASP_PR,60.0,60.0,0.0,1,3,15.0,0.1,60.0,0.0,15.005986054738363,10,0.6
Ran,Ran 250 2.txt,250,25,0.1,GRASP,60.0,60.0,0.0,1,3,15.0,0.1,60.0,0.0,15.014872630437216,,
Ran,Ran 250 2.txt,250,25,0.1,GRASP_PR,60.0,60.0,0.0,1,3,15.0,0.1,60.0,0.0,15.001281976699829,10,0.6
Ran,Ran 250 3.txt,250,25,0.1,GRASP,61.0,61.0,0.0,1,3,15.0,0.1,60.666666666666664,0.4714045207910317,15.04596741994222,,
Ran,Ran 250 3.txt,250,25,0.1,GRASP_PR,60.0,61.0,0.01639344262295082,0,3,15.0,0.1,60.0,0.0,15.005673885345459,10,0.6
Ran,Ran 250 4.txt,250,25,0.1,GRASP,60.0,60.0,0.0,1,3,15.0,0.1,60.0,0.0,15.016921997070312,,
Ran,Ran 250 4.txt,250,25,0.1,GRASP_PR,60.0,60.0,0.0,1,3,15.0,0.1,60.0,0.0,15.003333727518717,10,0.6
Ran,Ran 250 5.txt,250,25,0.1,GRASP,61.0,61.0,0.0,1,3,15.0,0.1,60.333333333333336,0.4714045207910317,15.011943340301514,,
Ran,Ran 250 5.txt,250,25,0.1,GRASP_PR,60.0,61.0,0.01639344262295082,0,3,15.0,0.1,60.0,0.0,15.004845380783081,10,0.6
Ran,Ran 250 6.txt,250,25,0.1,GRASP,60.0,60.0,0.0,1,3,15.0,0.1,60.0,0.0,15.019212563832602,,
Ran,Ran 250 6.txt,250,25,0.1,GRASP_PR,60.0,60.0,0.0,1,3,15.0,0.1,60.0,0.0,15.004776557286581,10,0.6
Ran,Ran 250 7.txt,250,25,0.1,GRASP,61.0,61.0,0.0,1,3,15.0,0.1,60.333333333333336,0.4714045207910317,15.016696135203043,,
Ran,Ran 250 7.txt,250,25,0.1,GRASP_PR,60.0,61.0,0.01639344262295082,0,3,15.0,0.1,60.0,0.0,15.004833141962687,10,0.6
Ran,Ran 250 8.txt,250,25,0.1,GRASP,60.0,60.0,0.0,1,3,15.0,0.1,60.0,0.0,15.0226997534434,,
Ran,Ran 250 8.txt,250,25,0.1,GRASP_PR,60.0,60.0,0.0,1,3,15.0,0.1,59.666666666666664,0.4714045207910317,15.006370067596436,10,0.6
Ran,Ran 250 9.txt,250,25,0.1,GRASP,60.0,60.0,0.0,1,3,15.0,0.1,60.0,0.0,15.037333170572916,,
Ran,Ran 250 9.txt,250,25,0.1,GRASP_PR,60.0,60.0,0.0,1,3,15.0,0.1,60.0,0.0,15.003793795903524,10,0.6
Ran,Ran 250 10.txt,250,25,0.1,GRASP,60.0,61.0,0.01639344262295082,0,3,15.0,0.1,60.0,0.0,15.031704107920328,,
Ran,Ran 250 10.txt,250,25,0.1,GRASP_PR,61.0,61.0,0.0,1,3,15.0,0.1,60.333333333333336,0.4714045207910317,15.004879395167032,10,0.6
Ran,Ran 250 11.txt,250,75,0.3,GRASP,52.0,52.0,0.0,1,3,15.0,0.1,51.333333333333336,0.4714045207910317,15.136831919352213,,
Ran,Ran 250 11.txt,250,75,0.3,GRASP_PR,51.0,52.0,0.019230769230769232,0,3,15.0,0.1,51.0,0.0,15.029675801595053,10,0.6
Ran,Ran 250 12.txt,250,75,0.3,GRASP,52.0,52.0,0.0,1,3,15.0,0.1,51.333333333333336,0.4714045207910317,15.148374557495117,,
Ran,Ran 250 12.txt,250,75,0.3,GRASP_PR,52.0,52.0,0.0,1,3,15.0,0.1,51.333333333333336,0.4714045207910317,15.049663464228312,10,0.6
Ran,Ran 250 13.txt,250,75,0.3,GRASP,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.110466718673706,,
Ran,Ran 250 13.txt,250,75,0.3,GRASP_PR,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.037217378616333,10,0.6
Ran,Ran 250 14.txt,250,75,0.3,GRASP,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.07701309521993,,
Ran,Ran 250 14.txt,250,75,0.3,GRASP_PR,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.02224349975586,10,0.6
Ran,Ran 250 15.txt,250,75,0.3,GRASP,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.146750768025717,,
Ran,Ran 250 15.txt,250,75,0.3,GRASP_PR,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.047283490498861,10,0.6
Ran,Ran 250 16.txt,250,75,0.3,GRASP,52.0,52.0,0.0,1,3,15.0,0.1,51.333333333333336,0.4714045207910317,15.140882889429728,,
Ran,Ran 250 16.txt,250,75,0.3,GRASP_PR,51.0,52.0,0.019230769230769232,0,3,15.0,0.1,51.0,0.0,15.031806627909342,10,0.6
Ran,Ran 250 17.txt,250,75,0.3,GRASP,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.197082916895548,,
Ran,Ran 250 17.txt,250,75,0.3,GRASP_PR,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.02923878033956,10,0.6
Ran,Ran 250 18.txt,250,75,0.3,GRASP,51.0,52.0,0.019230769230769232,0,3,15.0,0.1,51.0,0.0,15.184224287668863,,
Ran,Ran 250 18.txt,250,75,0.3,GRASP_PR,52.0,52.0,0.0,1,3,15.0,0.1,51.333333333333336,0.4714045207910317,15.034960587819418,10,0.6
Ran,Ran 250 19.txt,250,75,0.3,GRASP,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.104345003763834,,
Ran,Ran 250 19.txt,250,75,0.3,GRASP_PR,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.028984626134237,10,0.6
Ran,Ran 250 20.txt,250,75,0.3,GRASP,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.141729354858398,,
Ran,Ran 250 20.txt,250,75,0.3,GRASP_PR,51.0,51.0,0.0,1,3,15.0,0.1,51.0,0.0,15.031017859776815,10,0.6
Ran,Ran 500 1.txt,500,50,0.1,GRASP,55.0,55.0,0.0,1,3,30.0,0.1,54.333333333333336,0.4714045207910317,30.1783123811086,,
Ran,Ran 500 1.txt,500,50,0.1,GRASP_PR,55.0,55.0,0.0,1,3,30.0,0.1,54.333333333333336,0.4714045207910317,30.033215761184692,10,0.6
Ran,Ran 500 2.txt,500,50,0.1,GRASP,55.0,55.0,0.0,1,3,30.0,0.1,54.333333333333336,0.4714045207910317,30.133991877237957,,
Ran,Ran 500 2.txt,500,50,0.1,GRASP_PR,54.0,55.0,0.01818181818181818,0,3,30.0,0.1,54.0,0.0,30.029300769170124,10,0.6
Ran,Ran 500 3.txt,500,50,0.1,GRASP,55.0,55.0,0.0,1,3,30.0,0.1,54.333333333333336,0.4714045207910317,30.053661982218426,,
Ran,Ran 500 3.txt,500,50,0.1,GRASP_PR,55.0,55.0,0.0,1,3,30.0,0.1,54.666666666666664,0.4714045207910317,30.06688912709554,10,0.6
Ran,Ran 500 4.txt,500,50,0.1,GRASP,55.0,55.0,0.0,1,3,30.0,0.1,54.333333333333336,0.4714045207910317,30.26396640141805,,
Ran,Ran 500 4.txt,500,50,0.1,GRASP_PR,55.0,55.0,0.0,1,3,30.0,0.1,54.333333333333336,0.4714045207910317,30.047085444132488,10,0.6
Ran,Ran 500 5.txt,500,50,0.1,GRASP,55.0,55.0,0.0,1,3,30.0,0.1,54.666666666666664,0.4714045207910317,30.17332323392232,,
Ran,Ran 500 5.txt,500,50,0.1,GRASP_PR,54.0,55.0,0.01818181818181818,0,3,30.0,0.1,54.0,0.0,30.027089595794678,10,0.6
Ran,Ran 500 6.txt,500,50,0.1,GRASP,54.0,55.0,0.01818181818181818,0,3,30.0,0.1,54.0,0.0,30.349833726882935,,
Ran,Ran 500 6.txt,500,50,0.1,GRASP_PR,55.0,55.0,0.0,1,3,30.0,0.1,54.333333333333336,0.4714045207910317,30.040674050649006,10,0.6
Ran,Ran 500 7.txt,500,50,0.1,GRASP,54.0,54.0,0.0,1,3,30.0,0.1,54.0,0.0,30.115244388580322,,
Ran,Ran 500 7.txt,500,50,0.1,GRASP_PR,54.0,54.0,0.0,1,3,30.0,0.1,54.0,0.0,30.038079659144085,10,0.6
Ran,Ran 500 8.txt,500,50,0.1,GRASP,54.0,55.0,0.01818181818181818,0,3,30.0,0.1,54.0,0.0,30.105096419652302,,
Ran,Ran 500 8.txt,500,50,0.1,GRASP_PR,55.0,55.0,0.0,1,3,30.0,0.1,54.333333333333336,0.4714045207910317,30.04846978187561,10,0.6
Ran,Ran 500 9.txt,500,50,0.1,GRASP,55.0,55.0,0.0,1,3,30.0,0.1,54.333333333333336,0.4714045207910317,30.394723892211914,,
Ran,Ran 500 9.txt,500,50,0.1,GRASP_PR,55.0,55.0,0.0,1,3,30.0,0.1,54.333333333333336,0.4714045207910317,30.031938552856445,10,0.6
Ran,Ran 500 10.txt,500,50,0.1,GRASP,55.0,55.0,0.0,1,3,30.0,0.1,54.333333333333336,0.4714045207910317,30.16936469078064,,
Ran,Ran 500 10.txt,500,50,0.1,GRASP_PR,55.0,55.0,0.0,1,3,30.0,0.1,54.666666666666664,0.4714045207910317,30.02861515680949,10,0.6
Ran,Ran 500 11.txt,500,150,0.3,GRASP,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,32.07119623819987,,
Ran,Ran 500 11.txt,500,150,0.3,GRASP_PR,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,32.597264766693115,10,0.6
Ran,Ran 500 12.txt,500,150,0.3,GRASP,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,32.19843149185181,,
Ran,Ran 500 12.txt,500,150,0.3,GRASP_PR,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,33.08466553688049,10,0.6
Ran,Ran 500 13.txt,500,150,0.3,GRASP,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,31.603724082310993,,
Ran,Ran 500 13.txt,500,150,0.3,GRASP_PR,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,33.255235036214195,10,0.6
Ran,Ran 500 14.txt,500,150,0.3,GRASP,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,33.20355701446533,,
Ran,Ran 500 14.txt,500,150,0.3,GRASP_PR,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,34.157341162363686,10,0.6
Ran,Ran 500 15.txt,500,150,0.3,GRASP,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,35.789281924565636,,
Ran,Ran 500 15.txt,500,150,0.3,GRASP_PR,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,34.255060036977135,10,0.6
Ran,Ran 500 16.txt,500,150,0.3,GRASP,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,33.66782339413961,,
Ran,Ran 500 16.txt,500,150,0.3,GRASP_PR,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,36.021957079569496,10,0.6
Ran,Ran 500 17.txt,500,150,0.3,GRASP,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,34.05121183395386,,
Ran,Ran 500 17.txt,500,150,0.3,GRASP_PR,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,32.453901052474976,10,0.6
Ran,Ran 500 18.txt,500,150,0.3,GRASP,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,33.96381704012553,,
Ran,Ran 500 18.txt,500,150,0.3,GRASP_PR,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,34.33470638593038,10,0.6
Ran,Ran 500 19.txt,500,150,0.3,GRASP,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,32.15826551119486,,
Ran,Ran 500 19.txt,500,150,0.3,GRASP_PR,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,32.07387590408325,10,0.6
Ran,Ran 500 20.txt,500,150,0.3,GRASP,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,31.53226351737976,,
Ran,Ran 500 20.txt,500,150,0.3,GRASP_PR,4.0,4.0,0.0,1,3,30.0,0.1,4.0,0.0,33.1617751121521,10,0.6
