dataset,instance,n,m,alpha,best_of,avg_of,std_of,iters,fls_max_iter
Ran,Ran 250 12.txt,250,25,0.2,60.0,58.08,0.7573638491504595,100,200
Ran,Ran 250 12.txt,250,25,0.3,60.0,58.25,0.792148975887743,100,200
Ran,Ran 250 12.txt,250,25,0.4,61.0,58.16,0.7709734106958553,100,200
Ran,Ran 250 12.txt,250,25,0.5,60.0,58.28,0.9064215354899728,100,200
Ran,Ran 250 12.txt,250,25,0.6,60.0,58.46,0.8416650165000326,100,200
Ran,Ran 250 12.txt,250,25,0.7,60.0,58.47,0.8301204731844649,100,200
Ran,Ran 250 12.txt,250,25,0.8,60.0,58.47,0.8538735269347563,100,200
Ran,Ran 250 12.txt,250,25,0.9,60.0,58.44,0.7116178749862878,100,200
Ran,Ran 250 13.txt,250,25,0.1,59.0,57.76,0.749933330370107,100,200
Ran,Ran 250 13.txt,250,25,0.2,59.0,58.01,0.7809609465267774,100,200
Ran,Ran 250 13.txt,250,25,0.3,60.0,58.03,0.6993568473962345,100,200
Ran,Ran 250 13.txt,250,25,0.4,60.0,58.18,0.7794870107962031,100,200
Ran,Ran 250 13.txt,250,25,0.5,60.0,58.27,0.7050531894828929,100,200
Ran,Ran 250 13.txt,250,25,0.6,60.0,58.25,0.6689544080129826,100,200
Ran,Ran 250 13.txt,250,25,0.7,60.0,58.15,0.7664854858377946,100,200
Ran,Ran 250 13.txt,250,25,0.8,60.0,58.1,0.818535277187245,100,200
Ran,Ran 250 13.txt,250,25,0.9,59.0,58.12,0.7249827584156743,100,200
Ran,Ran 250 14.txt,250,25,0.1,60.0,57.96,0.8357032966310471,100,200
Ran,Ran 250 14.txt,250,25,0.2,60.0,57.85,0.8046738469715541,100,200
Ran,Ran 250 14.txt,250,25,0.3,60.0,57.93,0.7778817390837761,100,200
Ran,Ran 250 14.txt,250,25,0.4,59.0,57.93,0.7246378405796926,100,200
Ran,Ran 250 14.txt,250,25,0.5,60.0,58.13,0.5771481612203231,100,200
Ran,Ran 250 14.txt,250,25,0.6,60.0,58.02,0.6779380502671317,100,200
Ran,Ran 250 14.txt,250,25,0.7,60.0,58.18,0.7533923280734945,100,200
Ran,Ran 250 14.txt,250,25,0.8,60.0,58.18,0.712460525222275,100,200
Ran,Ran 250 14.txt,250,25,0.9,59.0,58.13,0.6878226515607058,100,200
Ran,Ran 250 15.txt,250,25,0.1,59.0,57.88,0.7110555533852471,100,200
Ran,Ran 250 15.txt,250,25,0.2,60.0,57.97,0.7273926037567333,100,200
Ran,Ran 250 15.txt,250,25,0.3,60.0,57.92,0.8084553172563095,100,200
Ran,Ran 250 15.txt,250,25,0.4,60.0,58.04,0.7059745037889116,100,200
Ran,Ran 250 15.txt,250,25,0.5,60.0,58.06,0.8101851640211637,100,200
Ran,Ran 250 15.txt,250,25,0.6,60.0,58.2,0.7874007874011811,100,200
Ran,Ran 250 15.txt,250,25,0.7,60.0,58.13,0.7022107945624305,100,200
Ran,Ran 250 15.txt,250,25,0.8,60.0,58.21,0.7654410493303844,100,200
Ran,Ran 250 15.txt,250,25,0.9,60.0,58.15,0.7123903424387503,100,200
Ran,Ran 250 16.txt,250,25,0.1,61.0,57.95,0.8411301920630361,100,200
Ran,Ran 250 16.txt,250,25,0.2,60.0,58.02,0.8829496021857646,100,200
Ran,Ran 250 16.txt,250,25,0.3,60.0,57.8,0.7615773105863908,100,200
Ran,Ran 250 16.txt,250,25,0.4,60.0,58.13,0.7437069315261221,100,200
Ran,Ran 250 16.txt,250,25,0.5,61.0,58.07,0.8860586888011426,100,200
Ran,Ran 250 16.txt,250,25,0.6,60.0,58.26,0.7017121917139534,100,200
Ran,Ran 250 16.txt,250,25,0.7,60.0,58.15,0.6837397165588671,100,200
Ran,Ran 250 16.txt,250,25,0.8,60.0,58.25,0.8046738469715541,100,200
Ran,Ran 250 16.txt,250,25,0.9,60.0,58.26,0.7565712127751095,100,200
Ran,Ran 250 17.txt,250,25,0.1,60.0,57.81,0.7835177087979569,100,200
Ran,Ran 250 17.txt,250,25,0.2,60.0,58.05,0.7794228634059948,100,200
Ran,Ran 250 17.txt,250,25,0.3,60.0,57.98,0.86,100,200
Ran,Ran 250 17.txt,250,25,0.4,60.0,58.08,0.8795453370918409,100,200
Ran,Ran 250 17.txt,250,25,0.5,60.0,58.11,0.8472897969408105,100,200
Ran,Ran 250 17.txt,250,25,0.6,60.0,58.2,0.6782329983125268,100,200
Ran,Ran 250 17.txt,250,25,0.7,60.0,58.2,0.7211102550927979,100,200
Ran,Ran 250 17.txt,250,25,0.8,60.0,58.23,0.6140846847137617,100,200
Ran,Ran 250 17.txt,250,25,0.9,59.0,58.21,0.7251896303726357,100,200
Ran,Ran 250 18.txt,250,25,0.1,59.0,57.68,0.8704022058795577,100,200
Ran,Ran 250 18.txt,250,25,0.2,60.0,57.88,0.6823488843692792,100,200
Ran,Ran 250 18.txt,250,25,0.3,59.0,57.9,0.818535277187245,100,200
Ran,Ran 250 18.txt,250,25,0.4,60.0,58.0,0.8,100,200
Ran,Ran 250 18.txt,250,25,0.5,60.0,57.96,0.7989993742175272,100,200
Ran,Ran 250 18.txt,250,25,0.6,60.0,57.92,0.7704544113703289,100,200
Ran,Ran 250 18.txt,250,25,0.7,61.0,57.96,0.8593020423576334,100,200
Ran,Ran 250 18.txt,250,25,0.8,60.0,58.02,0.7345747068882783,100,200
Ran,Ran 250 18.txt,250,25,0.9,60.0,58.23,0.8585452812752511,100,200
Ran,Ran 250 1.txt,250,75,0.1,51.0,51.0,0.0,100,200
Ran,Ran 250 1.txt,250,75,0.2,51.0,51.0,0.0,100,200
Ran,Ran 250 1.txt,250,75,0.3,51.0,51.0,0.0,100,200
Ran,Ran 250 1.txt,250,75,0.4,51.0,51.0,0.0,100,200
Ran,Ran 250 1.txt,250,75,0.5,51.0,51.0,0.0,100,200
Ran,Ran 250 1.txt,250,75,0.6,51.0,51.0,0.0,100,200
Ran,Ran 250 1.txt,250,75,0.7,51.0,51.0,0.0,100,200
Ran,Ran 250 1.txt,250,75,0.8,51.0,51.0,0.0,100,200
Ran,Ran 250 1.txt,250,75,0.9,51.0,51.0,0.0,100,200
Ran,Ran 250 10.txt,250,75,0.1,51.0,51.0,0.0,100,200
Ran,Ran 250 10.txt,250,75,0.2,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 10.txt,250,75,0.3,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 10.txt,250,75,0.4,51.0,51.0,0.0,100,200
Ran,Ran 250 10.txt,250,75,0.5,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 10.txt,250,75,0.6,51.0,51.0,0.0,100,200
Ran,Ran 250 10.txt,250,75,0.7,51.0,51.0,0.0,100,200
Ran,Ran 250 10.txt,250,75,0.8,51.0,51.0,0.0,100,200
Ran,Ran 250 10.txt,250,75,0.9,52.0,51.02,0.14,100,200
Ran,Ran 250 11.txt,250,75,0.1,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 11.txt,250,75,0.2,52.0,51.02,0.14,100,200
Ran,Ran 250 11.txt,250,75,0.3,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 11.txt,250,75,0.4,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 11.txt,250,75,0.5,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 11.txt,250,75,0.6,51.0,51.0,0.0,100,200
Ran,Ran 250 11.txt,250,75,0.7,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 11.txt,250,75,0.8,51.0,51.0,0.0,100,200
Ran,Ran 250 11.txt,250,75,0.9,52.0,51.02,0.14,100,200
Ran,Ran 250 12.txt,250,75,0.1,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 12.txt,250,75,0.2,51.0,51.0,0.0,100,200
Ran,Ran 250 12.txt,250,75,0.3,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 12.txt,250,75,0.4,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 12.txt,250,75,0.5,51.0,51.0,0.0,100,200
Ran,Ran 250 12.txt,250,75,0.6,51.0,51.0,0.0,100,200
Ran,Ran 250 12.txt,250,75,0.7,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 12.txt,250,75,0.8,51.0,51.0,0.0,100,200
Ran,Ran 250 12.txt,250,75,0.9,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 13.txt,250,75,0.1,51.0,51.0,0.0,100,200
Ran,Ran 250 13.txt,250,75,0.2,51.0,51.0,0.0,100,200
Ran,Ran 250 13.txt,250,75,0.3,51.0,51.0,0.0,100,200
Ran,Ran 250 13.txt,250,75,0.4,51.0,51.0,0.0,100,200
Ran,Ran 250 13.txt,250,75,0.5,51.0,51.0,0.0,100,200
Ran,Ran 250 13.txt,250,75,0.6,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 13.txt,250,75,0.7,51.0,51.0,0.0,100,200
Ran,Ran 250 13.txt,250,75,0.8,51.0,51.0,0.0,100,200
Ran,Ran 250 13.txt,250,75,0.9,52.0,51.02,0.14,100,200
Ran,Ran 250 14.txt,250,75,0.1,51.0,51.0,0.0,100,200
Ran,Ran 250 14.txt,250,75,0.2,51.0,51.0,0.0,100,200
Ran,Ran 250 14.txt,250,75,0.3,51.0,51.0,0.0,100,200
Ran,Ran 250 14.txt,250,75,0.4,51.0,51.0,0.0,100,200
Ran,Ran 250 14.txt,250,75,0.5,51.0,51.0,0.0,100,200
Ran,Ran 250 14.txt,250,75,0.6,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 14.txt,250,75,0.7,51.0,51.0,0.0,100,200
Ran,Ran 250 14.txt,250,75,0.8,51.0,51.0,0.0,100,200
Ran,Ran 250 14.txt,250,75,0.9,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 15.txt,250,75,0.1,51.0,51.0,0.0,100,200
Ran,Ran 250 15.txt,250,75,0.2,51.0,51.0,0.0,100,200
Ran,Ran 250 15.txt,250,75,0.3,51.0,51.0,0.0,100,200
Ran,Ran 250 15.txt,250,75,0.4,51.0,51.0,0.0,100,200
Ran,Ran 250 15.txt,250,75,0.5,51.0,51.0,0.0,100,200
Ran,Ran 250 15.txt,250,75,0.6,51.0,51.0,0.0,100,200
Ran,Ran 250 15.txt,250,75,0.7,51.0,51.0,0.0,100,200
Ran,Ran 250 15.txt,250,75,0.8,51.0,51.0,0.0,100,200
Ran,Ran 250 15.txt,250,75,0.9,51.0,51.0,0.0,100,200
Ran,Ran 250 16.txt,250,75,0.1,51.0,51.0,0.0,100,200
Ran,Ran 250 16.txt,250,75,0.2,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 16.txt,250,75,0.3,51.0,51.0,0.0,100,200
Ran,Ran 250 16.txt,250,75,0.4,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 16.txt,250,75,0.5,51.0,51.0,0.0,100,200
Ran,Ran 250 16.txt,250,75,0.6,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 16.txt,250,75,0.7,52.0,51.03,0.1705872210923198,100,200
Ran,Ran 250 16.txt,250,75,0.8,51.0,51.0,0.0,100,200
Ran,Ran 250 16.txt,250,75,0.9,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 17.txt,250,75,0.1,51.0,51.0,0.0,100,200
Ran,Ran 250 17.txt,250,75,0.2,51.0,51.0,0.0,100,200
Ran,Ran 250 17.txt,250,75,0.3,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 17.txt,250,75,0.4,51.0,51.0,0.0,100,200
Ran,Ran 250 17.txt,250,75,0.5,51.0,51.0,0.0,100,200
Ran,Ran 250 17.txt,250,75,0.6,51.0,51.0,0.0,100,200
Ran,Ran 250 17.txt,250,75,0.7,51.0,51.0,0.0,100,200
Ran,Ran 250 17.txt,250,75,0.8,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 17.txt,250,75,0.9,51.0,51.0,0.0,100,200
Ran,Ran 250 18.txt,250,75,0.1,51.0,51.0,0.0,100,200
Ran,Ran 250 18.txt,250,75,0.2,51.0,51.0,0.0,100,200
Ran,Ran 250 18.txt,250,75,0.3,51.0,51.0,0.0,100,200
Ran,Ran 250 18.txt,250,75,0.4,51.0,51.0,0.0,100,200
Ran,Ran 250 18.txt,250,75,0.5,51.0,51.0,0.0,100,200
Ran,Ran 250 18.txt,250,75,0.6,51.0,51.0,0.0,100,200
Ran,Ran 250 18.txt,250,75,0.7,51.0,51.0,0.0,100,200
Ran,Ran 250 18.txt,250,75,0.8,52.0,51.01,0.099498743710662,100,200
Ran,Ran 250 18.txt,250,75,0.9,51.0,51.0,0.0,100,200
